,id,member_id,ctime,note,ip_address,appcomponent,module,controller,do,lang_key,member_name
6252,6391,1,1422743752,1 Member Registration Approved: Rusty Shackleford,5.228.66.104,members,ajax,members,do_validating,,
6253,6392,1,1422743752,1 Member Registration Approved: Vafa,5.228.66.104,members,ajax,members,do_validating,,
6254,6393,1,1422743760,Deleted Member(s): MurrayVall,5.228.66.104,members,ajax,members,do_delete,,
6255,6394,1,1423057970,Deleted Member(s): luisale69,5.228.66.104,members,ajax,members,do_delete,,
6256,6395,1,1423057970,Deleted Member(s): mprynbpxh,5.228.66.104,members,ajax,members,do_delete,,
6257,6396,1,1423057971,Deleted Member(s): Toadvine,5.228.66.104,members,ajax,members,do_delete,,
6258,6397,1,1423057973,Deleted Member(s): BeauOsulli,5.228.66.104,members,ajax,members,do_delete,,
6259,6398,1,1423057974,Deleted Member(s): NigelDavis,5.228.66.104,members,ajax,members,do_delete,,
6260,6399,1,1423057976,Deleted Member(s): Samueltog,5.228.66.104,members,ajax,members,do_delete,,
6261,6400,1,1423057977,Deleted Member(s): mabelio16,5.228.66.104,members,ajax,members,do_delete,,
6262,6401,1,1423057980,Deleted Member(s): leaderlessresistance,5.228.66.104,members,ajax,members,do_delete,,
6263,6402,1,1423057981,Deleted Member(s): Shahrbaraz,5.228.66.104,members,ajax,members,do_delete,,
6264,6403,1,1423057981,Deleted Member(s): Shahanshah_Shahrbaraz,5.228.66.104,members,ajax,members,do_delete,,
6265,6404,1,1423057985,Deleted Member(s): CharliHume,5.228.66.104,members,ajax,members,do_delete,,
6266,6405,1,1423058031,Deleted Member(s): NevillTrit,5.228.66.104,members,ajax,members,do_delete,,
6267,6406,1,1423138515,1 Member Registration Approved: AmericånFascist,5.228.66.104,members,ajax,members,do_validating,,
6268,6407,1,1423138517,1 Member Registration Approved: thesistic,5.228.66.104,members,ajax,members,do_validating,,
6269,6408,1,1423138527,Deleted Member(s): ChloeBenha,5.228.66.104,members,ajax,members,do_delete,,
6270,6409,1,1423138530,Deleted Member(s): AleciaBrum,5.228.66.104,members,ajax,members,do_delete,,
6271,6410,1,1423138537,Deleted Member(s): Shitlord,5.228.66.104,members,ajax,members,do_delete,,
6272,6411,1,1423253938,1 Member Registration Approved: Atlas,5.228.66.104,members,ajax,members,do_validating,,
6273,6412,1,1423253952,1 Member Registration Approved: Glanton,5.228.66.104,members,ajax,members,do_validating,,
6274,6413,1,1423253959,Deleted Member(s): HermelHipp,5.228.66.104,members,ajax,members,do_delete,,
6275,6414,1,1423253960,Deleted Member(s): NigelLeigh,5.228.66.104,members,ajax,members,do_delete,,
6276,6415,1,1423253963,Deleted Member(s): CEDEusebi,5.228.66.104,members,ajax,members,do_delete,,
6277,6416,1,1423253966,Deleted Member(s): NobleStill,5.228.66.104,members,ajax,members,do_delete,,
6278,6417,1,1423253969,Deleted Member(s): JoelleHuon,5.228.66.104,members,ajax,members,do_delete,,
6279,6418,1,1423404709,1 Member Registration Approved: Son of Apollo,5.228.66.104,members,ajax,members,do_validating,,
6280,6419,1,1423404716,Deleted Member(s): RobertSeda,5.228.66.104,members,ajax,members,do_delete,,
6281,6420,1,1423404718,Deleted Member(s): mnglngoeridm,5.228.66.104,members,ajax,members,do_delete,,
6282,6421,1,1423404719,Deleted Member(s): WendelPeth,5.228.66.104,members,ajax,members,do_delete,,
6283,6422,1,1423404719,Deleted Member(s): KimberlUrq,5.228.66.104,members,ajax,members,do_delete,,
6284,6423,1,1423404720,Deleted Member(s): XavierU37,5.228.66.104,members,ajax,members,do_delete,,
6285,6424,1,1423404722,Deleted Member(s): JaredHilli,5.228.66.104,members,ajax,members,do_delete,,
6286,6425,1,1423605873,1 Member Registration Approved: morana,5.228.66.104,members,ajax,members,do_validating,,
6287,6426,1,1423605887,1 Member Registration Approved: Wingate,5.228.66.104,members,ajax,members,do_validating,,
6288,6427,1,1423605914,1 Member Registration Approved: Lineage,5.228.66.104,members,ajax,members,do_validating,,
6289,6428,1,1423605943,1 Member Registration Denied: John f,5.228.66.104,members,ajax,members,do_validating,,
6290,6429,1,1423605953,1 Member Registration Approved: Lost Viking,5.228.66.104,members,ajax,members,do_validating,,
6291,6430,1,1423605964,1 Member Registration Approved: SageSmith,5.228.66.104,members,ajax,members,do_validating,,
6292,6431,1,1423605971,Deleted Member(s): Attila_,5.228.66.104,members,ajax,members,do_delete,,
6293,6432,1,1423605974,Deleted Member(s): MoraNaquin,5.228.66.104,members,ajax,members,do_delete,,
6294,6433,1,1423605976,Deleted Member(s): JHDLuigimk,5.228.66.104,members,ajax,members,do_delete,,
6295,6434,1,1423605977,Deleted Member(s): priscillaur11,5.228.66.104,members,ajax,members,do_delete,,
6296,6435,1,1423606053,Deleted Member(s): thesistic,5.228.66.104,members,ajax,members,do_delete,,
6297,6436,1,1423606066,Deleted Member(s): Øystein Orre,5.228.66.104,members,ajax,members,do_delete,,
6298,6437,1,1423606078,Deleted Member(s): kittylovermybut,5.228.66.104,members,ajax,members,do_delete,,
6299,6438,1,1423606086,Deleted Member(s): angry gnat,5.228.66.104,members,ajax,members,do_delete,,
6300,6439,1,1423606090,Deleted Member(s): brianstoke,5.228.66.104,members,ajax,members,do_delete,,
6301,6440,1,1423606107,Deleted Member(s): Badnews Denfel,5.228.66.104,members,ajax,members,do_delete,,
6302,6441,1,1423606110,Deleted Member(s): TjFucksThings,5.228.66.104,members,ajax,members,do_delete,,
6303,6442,1,1423606124,Deleted Member(s): Orpheus,5.228.66.104,members,ajax,members,do_delete,,
6304,6443,1,1423606129,Deleted Member(s): KassandAst,5.228.66.104,members,ajax,members,do_delete,,
6305,6444,1,1423606146,Deleted Member(s): NSsoldier,5.228.66.104,members,ajax,members,do_delete,,
6306,6445,1,1423606159,Deleted Member(s): StefanSD,5.228.66.104,members,ajax,members,do_delete,,
6307,6446,1,1423636332,Deleted Member(s): DebbieZwlk,5.228.66.104,members,ajax,members,do_delete,,
6308,6447,1,1423857146,1 Member Registration Approved: secutor,5.228.66.104,members,ajax,members,do_validating,,
6309,6448,1,1423857172,1 Member Registration Approved: Heinrich&#39;s Dream,5.228.66.104,members,ajax,members,do_validating,,
6310,6449,1,1423857188,1 Member Registration Approved: Riley,5.228.66.104,members,ajax,members,do_validating,,
6311,6450,1,1423857214,1 Member Registration Approved: Faszysta,5.228.66.104,members,ajax,members,do_validating,,
6312,6451,1,1423857223,Deleted Member(s): mnjktamdx,5.228.66.104,members,ajax,members,do_delete,,
6313,6452,1,1423857223,Deleted Member(s): JamisonNVW,5.228.66.104,members,ajax,members,do_delete,,
6314,6453,1,1423857225,Deleted Member(s): scwowkpko,5.228.66.104,members,ajax,members,do_delete,,
6315,6454,1,1423857228,Deleted Member(s): ernestinegt11,5.228.66.104,members,ajax,members,do_delete,,
6316,6455,1,1423857229,Deleted Member(s): Adogbamp,5.228.66.104,members,ajax,members,do_delete,,
6317,6456,1,1423857229,Deleted Member(s): mayrazt3,5.228.66.104,members,ajax,members,do_delete,,
6318,6457,1,1423857230,Deleted Member(s): AlinaOl,5.228.66.104,members,ajax,members,do_delete,,
6319,6458,1,1423857232,Deleted Member(s): Frauffduerrix,5.228.66.104,members,ajax,members,do_delete,,
6320,6459,1,1423857232,Deleted Member(s): mnqhexoerohf,5.228.66.104,members,ajax,members,do_delete,,
6321,6460,1,1423857235,Deleted Member(s): pjydtomvv,5.228.66.104,members,ajax,members,do_delete,,
6322,6461,1,1423865713,Forum 'Antimony Group' created,5.228.66.104,forums,forums,forums,donew,,
6323,6462,1,1423868728,Forum 'Fascist Alma Mater'  edited,5.228.66.104,forums,forums,forums,doedit,,
6324,6463,1,1423873162,Emptied forum 'SRG' of all posts,5.228.66.104,forums,forums,forums,doempty,,
6325,6464,1,1423873169,Removed forum: 'SRG',5.228.66.104,forums,forums,forums,dodelete,,
6326,6465,1,1423955195,1 Member Registration Approved: Wind,5.228.66.104,members,ajax,members,do_validating,,
6327,6466,1,1423955202,Deleted Member(s): AlisiaLedf,5.228.66.104,members,ajax,members,do_delete,,
6328,6467,1,1424023453,Edited Member 'Lost Viking' account,5.228.66.104,members,members,members,member_edit,,
6329,6468,1,1424081734,Edited Member 'suspiciouscelerystalk' account,5.228.66.104,members,members,members,member_edit,,
6330,6469,1,1424285806,Deleted Member(s): RobertSave,5.228.66.104,members,ajax,members,do_delete,,
6331,6470,1,1424285806,Deleted Member(s): BrigitFip,5.228.66.104,members,ajax,members,do_delete,,
6332,6471,1,1424285808,Deleted Member(s): Atavist,5.228.66.104,members,ajax,members,do_delete,,
6333,6472,1,1424285809,Deleted Member(s): MadeliRace,5.228.66.104,members,ajax,members,do_delete,,
6334,6473,1,1424286052,Edited Member 'Lost Viking' account,5.228.66.104,members,members,members,member_edit,,
6335,6474,1,1424355765,Edited Member 'suspiciouscelerystalk' account,5.228.66.104,members,members,members,member_edit,,
6336,6475,1,1424444092,Deleted Member(s): RichelPrit,5.228.66.104,members,ajax,members,do_delete,,
6337,6476,1,1424444094,Deleted Member(s): DeangeBals,5.228.66.104,members,ajax,members,do_delete,,
6338,6477,1,1424476061,Forum 'Fascist Alma Mater'  edited,5.228.66.104,forums,forums,forums,doedit,,
6339,6478,1,1424476087,Forum 'Against the Modern World'  edited,5.228.66.104,forums,forums,forums,doedit,,
6340,6479,1,1424476158,Forum 'IM Outdoors Club'  edited,5.228.66.104,forums,forums,forums,doedit,,
6341,6480,1,1424587930,Deleted Member(s): ElliottLea,5.228.66.104,members,ajax,members,do_delete,,
6342,6481,1,1424587933,Deleted Member(s): Hychiaxia,5.228.66.104,members,ajax,members,do_delete,,
6343,6482,1,1424588211,Deleted Member(s): Lonewolf Apollo,5.228.66.104,members,ajax,members,do_delete,,
6344,6483,1,1424588280,Deleted Member(s): VeronicaGerald,5.228.66.104,members,ajax,members,do_delete,,
6345,6484,1,1424588296,Deleted Member(s): Schutzstaffel,5.228.66.104,members,ajax,members,do_delete,,
6346,6485,1,1424588315,Deleted Member(s): Tazhel,5.228.66.104,members,ajax,members,do_delete,,
6347,6486,1,1424588330,Deleted Member(s): Siegfried8852,5.228.66.104,members,ajax,members,do_delete,,
6348,6487,1,1424588340,Deleted Member(s): blood over gold,5.228.66.104,members,ajax,members,do_delete,,
6349,6488,1,1424588352,Deleted Member(s): Blonde Bestie,5.228.66.104,members,ajax,members,do_delete,,
6350,6489,1,1424588362,Deleted Member(s): missmtp,5.228.66.104,members,ajax,members,do_delete,,
6351,6490,1,1424588380,Deleted Member(s): Risdim,5.228.66.104,members,ajax,members,do_delete,,
6352,6491,1,1424588390,Deleted Member(s): pro-fa,5.228.66.104,members,ajax,members,do_delete,,
6353,6492,1,1424588400,Deleted Member(s): NordicResistanceFighter,5.228.66.104,members,ajax,members,do_delete,,
6354,6493,1,1424588410,Deleted Member(s): Reinhardt,5.228.66.104,members,ajax,members,do_delete,,
6355,6494,1,1424588424,Deleted Member(s): ÆngliscPride,5.228.66.104,members,ajax,members,do_delete,,
6356,6495,1,1424588435,Deleted Member(s): elmer_dinkley,5.228.66.104,members,ajax,members,do_delete,,
6357,6496,1,1424588447,Deleted Member(s): SerbianVoulnteer,5.228.66.104,members,ajax,members,do_delete,,
6358,6497,1,1424588455,Deleted Member(s): Emperor Vasilios B&#39;,5.228.66.104,members,ajax,members,do_delete,,
6359,6498,1,1424588465,Deleted Member(s): Nethescurial,5.228.66.104,members,ajax,members,do_delete,,
6360,6499,1,1424588481,Deleted Member(s): SilverFasces,5.228.66.104,members,ajax,members,do_delete,,
6361,6500,1,1424588491,Deleted Member(s): InfantryArtileryCavalry,5.228.66.104,members,ajax,members,do_delete,,
6362,6501,1,1424588500,Deleted Member(s): HueyTlatoani Eztlizuma,5.228.66.104,members,ajax,members,do_delete,,
6363,6502,1,1424588511,Deleted Member(s): Endsieger,5.228.66.104,members,ajax,members,do_delete,,
6364,6503,1,1424588522,Deleted Member(s): NatSozi Kamerade,5.228.66.104,members,ajax,members,do_delete,,
6365,6504,1,1424588531,Deleted Member(s): Raskolnikov1817,5.228.66.104,members,ajax,members,do_delete,,
6366,6505,1,1424588551,Deleted Member(s): Ростислав Райчев,5.228.66.104,members,ajax,members,do_delete,,
6367,6506,1,1424588564,Deleted Member(s): Parabellum,5.228.66.104,members,ajax,members,do_delete,,
6368,6507,1,1424588573,Deleted Member(s): lynchem,5.228.66.104,members,ajax,members,do_delete,,
6369,6508,1,1424588583,Deleted Member(s): Skåneland,5.228.66.104,members,ajax,members,do_delete,,
6370,6509,1,1424588593,Deleted Member(s): Burarum,5.228.66.104,members,ajax,members,do_delete,,
6371,6510,1,1424588602,Deleted Member(s): AmberNigger,5.228.66.104,members,ajax,members,do_delete,,
6372,6511,1,1424588613,Deleted Member(s): ImperivmT,5.228.66.104,members,ajax,members,do_delete,,
6373,6512,1,1424588622,Deleted Member(s): Serdtse,5.228.66.104,members,ajax,members,do_delete,,
6374,6513,1,1424588631,Deleted Member(s): Valvar,5.228.66.104,members,ajax,members,do_delete,,
6375,6514,1,1424588639,Deleted Member(s): Æðelwulf Engla,5.228.66.104,members,ajax,members,do_delete,,
6376,6515,1,1424588649,Deleted Member(s): God-Emperor Putin,5.228.66.104,members,ajax,members,do_delete,,
6377,6516,1,1424588662,Deleted Member(s): Organon,5.228.66.104,members,ajax,members,do_delete,,
6378,6517,1,1424588681,Deleted Member(s): Christian_Fascist,5.228.66.104,members,ajax,members,do_delete,,
6379,6518,1,1424588691,Deleted Member(s): WPride,5.228.66.104,members,ajax,members,do_delete,,
6380,6519,1,1424588701,Deleted Member(s): Lepzêrîn,5.228.66.104,members,ajax,members,do_delete,,
6381,6520,1,1424588712,Deleted Member(s): ｉ’ｍ　ｇｏｉｎｇ　ｔｏ　ｒａｐｅ　ｙｏｕ,5.228.66.104,members,ajax,members,do_delete,,
6382,6521,1,1424588722,Deleted Member(s): Scottish,5.228.66.104,members,ajax,members,do_delete,,
6383,6522,1,1424588732,Deleted Member(s): NS-WP,5.228.66.104,members,ajax,members,do_delete,,
6384,6523,1,1424588741,Deleted Member(s): Anje,5.228.66.104,members,ajax,members,do_delete,,
6385,6524,1,1424588751,Deleted Member(s): goodgoy,5.228.66.104,members,ajax,members,do_delete,,
6386,6525,1,1424588761,Deleted Member(s): brynhildr,5.228.66.104,members,ajax,members,do_delete,,
6387,6526,1,1424588768,Deleted Member(s): Locke,5.228.66.104,members,ajax,members,do_delete,,
6388,6527,1,1424588800,Deleted Member(s): americanofascismo,5.228.66.104,members,ajax,members,do_delete,,
6389,6528,1,1424588809,Deleted Member(s): inservice,5.228.66.104,members,ajax,members,do_delete,,
6390,6529,1,1424588819,Deleted Member(s): Rienzi,5.228.66.104,members,ajax,members,do_delete,,
6391,6530,1,1424588828,Deleted Member(s): Northernwulf,5.228.66.104,members,ajax,members,do_delete,,
6392,6531,1,1424588848,Deleted Member(s): splattenburgers,5.228.66.104,members,ajax,members,do_delete,,
6393,6532,1,1424588858,Deleted Member(s): Vyktochr,5.228.66.104,members,ajax,members,do_delete,,
6394,6533,1,1424588868,Deleted Member(s): Templar_88,5.228.66.104,members,ajax,members,do_delete,,
6395,6534,1,1424588877,Deleted Member(s): NaziBrian805,5.228.66.104,members,ajax,members,do_delete,,
6396,6535,1,1424588885,Deleted Member(s): milesmatt1991,5.228.66.104,members,ajax,members,do_delete,,
6397,6536,1,1424588895,Deleted Member(s): Arathor,5.228.66.104,members,ajax,members,do_delete,,
6398,6537,1,1424588925,Deleted Member(s): etoile noir,5.228.66.104,members,ajax,members,do_delete,,
6399,6538,1,1424588937,Deleted Member(s): Mimereader2,5.228.66.104,members,ajax,members,do_delete,,
6400,6539,1,1424588945,Deleted Member(s): 14/88UruguayanNS,5.228.66.104,members,ajax,members,do_delete,,
6401,6540,1,1424588955,Deleted Member(s): Finn94,5.228.66.104,members,ajax,members,do_delete,,
6402,6541,1,1424588978,Deleted Member(s): Legion,5.228.66.104,members,ajax,members,do_delete,,
6403,6542,1,1424588988,Deleted Member(s): Truth555,5.228.66.104,members,ajax,members,do_delete,,
6404,6543,1,1424588996,Deleted Member(s): Max Heiliger,5.228.66.104,members,ajax,members,do_delete,,
6405,6544,1,1424589007,Deleted Member(s): nobodytm,5.228.66.104,members,ajax,members,do_delete,,
6406,6545,1,1424589016,Deleted Member(s): brainiac3397,5.228.66.104,members,ajax,members,do_delete,,
6407,6546,1,1424589025,Deleted Member(s): narcissus,5.228.66.104,members,ajax,members,do_delete,,
6408,6547,1,1424589034,Deleted Member(s): Hugin,5.228.66.104,members,ajax,members,do_delete,,
6409,6548,1,1424589043,Deleted Member(s): NotSoRevolutionary,5.228.66.104,members,ajax,members,do_delete,,
6410,6549,1,1424589063,Deleted Member(s): ThirdPositionistImperium,5.228.66.104,members,ajax,members,do_delete,,
6411,6550,1,1424589086,Deleted Member(s): Sorel,5.228.66.104,members,ajax,members,do_delete,,
6412,6551,1,1424589096,Deleted Member(s): GeorgiaNationalist,5.228.66.104,members,ajax,members,do_delete,,
6413,6552,1,1424589105,Deleted Member(s): Official Opposition of IM,5.228.66.104,members,ajax,members,do_delete,,
6414,6553,1,1424589118,Deleted Member(s): Gerdalein,5.228.66.104,members,ajax,members,do_delete,,
6415,6554,1,1424589140,Deleted Member(s): ADE,5.228.66.104,members,ajax,members,do_delete,,
6416,6555,1,1424589152,Deleted Member(s): Lambrecht,5.228.66.104,members,ajax,members,do_delete,,
6417,6556,1,1424589174,Deleted Member(s): ComradeDan,5.228.66.104,members,ajax,members,do_delete,,
6418,6557,1,1424589185,Deleted Member(s): dsst,5.228.66.104,members,ajax,members,do_delete,,
6419,6558,1,1424589222,Deleted Member(s): Ideapolis,5.228.66.104,members,ajax,members,do_delete,,
6420,6559,1,1424589233,Deleted Member(s): New British Union,5.228.66.104,members,ajax,members,do_delete,,
6421,6560,1,1424589245,Deleted Member(s): Unequivocal,5.228.66.104,members,ajax,members,do_delete,,
6422,6561,1,1424589257,Deleted Member(s): Mpourer,5.228.66.104,members,ajax,members,do_delete,,
6423,6562,1,1424589266,Deleted Member(s): BananaManatee,5.228.66.104,members,ajax,members,do_delete,,
6424,6563,1,1424589409,Deleted Member(s): Heinrich&#39;s Dream,5.228.66.104,members,ajax,members,do_delete,,
6425,6564,1,1424589417,Deleted Member(s): secutor,5.228.66.104,members,ajax,members,do_delete,,
6426,6565,1,1424589423,Deleted Member(s): SageSmith,5.228.66.104,members,ajax,members,do_delete,,
6427,6566,1,1424589598,Deleted Member(s): Richard,5.228.66.104,members,ajax,members,do_delete,,
6428,6567,1,1424589623,Deleted Member(s): novus,5.228.66.104,members,ajax,members,do_delete,,
6429,6568,1,1424589632,Deleted Member(s): Corkscrew,5.228.66.104,members,ajax,members,do_delete,,
6430,6569,1,1424589641,Deleted Member(s): Drieu La Rochelle,5.228.66.104,members,ajax,members,do_delete,,
6431,6570,1,1424590155,1 Member Registration Approved: Kiruba,5.228.66.104,members,ajax,members,do_validating,,
6432,6571,1,1424590176,1 Member Registration Approved: AfricanFascist,5.228.66.104,members,ajax,members,do_validating,,
6433,6572,1,1424590190,1 Member Registration Approved: Hellenocracy,5.228.66.104,members,ajax,members,do_validating,,
6434,6573,1,1424590203,1 Member Registration Approved: Bucketoflemons,5.228.66.104,members,ajax,members,do_validating,,
6435,6574,1,1424590233,1 Member Registration Approved: Aryavartan,5.228.66.104,members,ajax,members,do_validating,,
6436,6575,1,1424590252,1 Member Registration Approved: JuliusPertinax,5.228.66.104,members,ajax,members,do_validating,,
6437,6576,1,1424590265,1 Member Registration Approved: Edvard The New Brownshirt,5.228.66.104,members,ajax,members,do_validating,,
6438,6577,1,1424590277,1 Member Registration Approved: GasTheNazis&#33;,5.228.66.104,members,ajax,members,do_validating,,
6439,6578,1,1424590323,1 Member Registration Approved: Hellas,5.228.66.104,members,ajax,members,do_validating,,
6440,6579,1,1424590346,1 Member Registration Approved: Pirate,5.228.66.104,members,ajax,members,do_validating,,
6441,6580,1,1424590362,1 Member Registration Approved: Death to the World,5.228.66.104,members,ajax,members,do_validating,,
6442,6581,1,1424726361,Deleted Member(s): HannaRosa,5.228.66.104,members,ajax,members,do_delete,,
6443,6582,1,1424805881,1 Member Registration Denied: FelishaBon,5.228.66.104,members,ajax,members,do_validating,,
6444,6583,1,1424807065,1 Member Registration Denied: leolaoq16,5.228.66.104,members,ajax,members,do_validating,,
6445,6584,1,1424813606,Deleted Member(s): CruzNarvae,5.228.66.104,members,ajax,members,do_delete,,
6446,6585,1,1424813609,Deleted Member(s): PeterJet,5.228.66.104,members,ajax,members,do_delete,,
6447,6586,1,1425118525,1 Member Registration Approved: union hispana de fascistas,5.228.66.104,members,ajax,members,do_validating,,
6448,6587,1,1425118537,1 Member Registration Denied: ManAmongtheRunes,5.228.66.104,members,ajax,members,do_validating,,
6449,6588,1,1425118566,1 Member Registration Denied: eurostyle-prestige Mi,5.228.66.104,members,ajax,members,do_validating,,
6450,6589,1,1425118570,1 Member Registration Denied: zConnorXI,5.228.66.104,members,ajax,members,do_validating,,
6451,6590,1,1425118583,1 Member Registration Approved: Overthrow Modernity,5.228.66.104,members,ajax,members,do_validating,,
6452,6591,1,1425118625,Deleted Member(s): rosalindby60,5.228.66.104,members,ajax,members,do_delete,,
6453,6592,1,1425118625,Deleted Member(s): madelinemy11,5.228.66.104,members,ajax,members,do_delete,,
6454,6593,1,1425118628,Deleted Member(s): AndrewOt,5.228.66.104,members,ajax,members,do_delete,,
6455,6594,1,1425118628,Deleted Member(s): Pirate,5.228.66.104,members,ajax,members,do_delete,,
6456,6595,1,1425118686,1 Member Registration Approved: naturalselector,5.228.66.104,members,ajax,members,do_validating,,
6457,6596,1,1425236115,Deleted Member(s): lilianana2,5.228.66.104,members,ajax,members,do_delete,,
6458,6597,1,1425236119,Deleted Member(s): GenXMayhem,5.228.66.104,members,ajax,members,do_delete,,
6459,6598,1,1425236121,Deleted Member(s): SprintingDeer,5.228.66.104,members,ajax,members,do_delete,,
6460,6599,1,1425325396,1 Member Registration Approved: kgb,5.228.66.104,members,ajax,members,do_validating,,
6461,6600,1,1425325415,1 Member Registration Approved: ATradYouth,5.228.66.104,members,ajax,members,do_validating,,
6462,6601,1,1425325429,1 Member Registration Approved: tXus,5.228.66.104,members,ajax,members,do_validating,,
6463,6602,1,1425325453,1 Member Registration Approved: krazyking00,5.228.66.104,members,ajax,members,do_validating,,
6464,6603,1,1425325469,1 Member Registration Approved: lastwhitecalifornian,5.228.66.104,members,ajax,members,do_validating,,
6465,6604,1,1425325487,1 Member Registration Approved: CorrectGrammar,5.228.66.104,members,ajax,members,do_validating,,
6466,6605,1,1425325504,1 Member Registration Approved: BrotherTarquin,5.228.66.104,members,ajax,members,do_validating,,
6467,6606,1,1425482357,1 Member Registration Denied: Canadian Nationalist,5.228.66.104,members,ajax,members,do_validating,,
6468,6607,1,1425482364,1 Member Registration Denied: YoungNationalist,5.228.66.104,members,ajax,members,do_validating,,
6469,6608,1,1425482456,1 Member Registration Approved: Canadian.Nationalist,5.228.66.104,members,ajax,members,do_validating,,
6470,6609,1,1425482459,1 Member Registration Approved: h011yw00d,5.228.66.104,members,ajax,members,do_validating,,
6471,6610,1,1425482460,1 Member Registration Approved: The Justicar,5.228.66.104,members,ajax,members,do_validating,,
6472,6611,1,1425482462,1 Member Registration Approved: Bolesnik,5.228.66.104,members,ajax,members,do_validating,,
6473,6612,1,1425482463,1 Member Registration Approved: Septemist,5.228.66.104,members,ajax,members,do_validating,,
6474,6613,1,1425482463,1 Member Registration Approved: Young Nationalist,5.228.66.104,members,ajax,members,do_validating,,
6475,6614,1,1425482471,Deleted Member(s): DarrylDign,5.228.66.104,members,ajax,members,do_delete,,
6476,6615,1,1425482473,Deleted Member(s): AllenZGEic,5.228.66.104,members,ajax,members,do_delete,,
6477,6616,1,1425482476,Deleted Member(s): kocsipum,5.228.66.104,members,ajax,members,do_delete,,
6478,6617,1,1425482477,Deleted Member(s): maxet4,5.228.66.104,members,ajax,members,do_delete,,
6479,6618,1,1425482478,Deleted Member(s): brittneyfc3,5.228.66.104,members,ajax,members,do_delete,,
6480,6619,1,1425504488,Edited Member 'Snellman' account,5.228.66.104,members,members,members,member_edit,,
6481,6620,1,1425504518,Edited Member 'Snellman' account,5.228.66.104,members,members,members,member_edit,,
6482,6621,1,1425564009,1 Member Registration Approved: DerSilbereFuchs,5.228.66.104,members,ajax,members,do_validating,,
6483,6622,1,1425564016,Deleted Member(s): Vincentruct,5.228.66.104,members,ajax,members,do_delete,,
6484,6623,1,1425564019,Deleted Member(s): JodieAkero,5.228.66.104,members,ajax,members,do_delete,,
6485,6624,1,1425564021,Deleted Member(s): Will46Oyo,5.228.66.104,members,ajax,members,do_delete,,
6486,6625,1,1425564022,Deleted Member(s): mpgbxxxbh,5.228.66.104,members,ajax,members,do_delete,,
6487,6626,1,1425564217,Edited Member 'American Stormtrooper' account,5.228.66.104,members,members,members,member_edit,,
6488,6627,1,1425849966,Edited Member 'Snellman' account,5.228.66.104,members,members,members,member_edit,,
6489,6628,1,1425849972,Deleted Member(s): LetaBarkly,5.228.66.104,members,ajax,members,do_delete,,
6490,6629,1,1425849974,Deleted Member(s): MarkJeffco,5.228.66.104,members,ajax,members,do_delete,,
6491,6630,1,1425849975,Deleted Member(s): EbonyYHHjo,5.228.66.104,members,ajax,members,do_delete,,
6492,6631,1,1425849975,Deleted Member(s): CarlaVarnu,5.228.66.104,members,ajax,members,do_delete,,
6493,6632,1,1425849979,Deleted Member(s): VerlenGowi,5.228.66.104,members,ajax,members,do_delete,,
6494,6633,1,1425850021,1 Member Registration Denied: CecilaHamm,5.228.66.104,members,ajax,members,do_validating,,
6495,6634,1,1425850059,1 Member Registration Denied: KatlynHill,5.228.66.104,members,ajax,members,do_validating,,
6496,6635,1,1425850067,1 Member Registration Approved: VictorianFascist,5.228.66.104,members,ajax,members,do_validating,,
6497,6636,1,1425850071,1 Member Registration Approved: lindholm,5.228.66.104,members,ajax,members,do_validating,,
6498,6637,1,1425850073,1 Member Registration Approved: thunderviking,5.228.66.104,members,ajax,members,do_validating,,
6499,6638,1,1425850075,1 Member Registration Approved: Bones of Iron,5.228.66.104,members,ajax,members,do_validating,,
6500,6639,1,1425891633,1 Member Registration Approved: Arathis,5.228.66.104,members,ajax,members,do_validating,,
6501,6640,1,1425891634,1 Member Registration Approved: Змајевит,5.228.66.104,members,ajax,members,do_validating,,
6502,6641,1,1425891641,Deleted Member(s): WilburVanR,5.228.66.104,members,ajax,members,do_delete,,
6503,6642,1,1425891749,Deleted Member(s): kgb,5.228.66.104,members,ajax,members,do_delete,,
6504,6643,1,1425891770,Deleted Member(s): Overthrow Modernity,5.228.66.104,members,ajax,members,do_delete,,
6505,6644,1,1425891788,Deleted Member(s): Death to the World,5.228.66.104,members,ajax,members,do_delete,,
6506,6645,1,1425891789,Deleted Member(s): Hellas,5.228.66.104,members,ajax,members,do_delete,,
6507,6646,1,1425891792,Deleted Member(s): GasTheNazis&#33;,5.228.66.104,members,ajax,members,do_delete,,
6508,6647,1,1425891803,Deleted Member(s): Edvard The New Brownshirt,5.228.66.104,members,ajax,members,do_delete,,
6509,6648,1,1425891810,Deleted Member(s): JuliusPertinax,5.228.66.104,members,ajax,members,do_delete,,
6510,6649,1,1425891818,Deleted Member(s): Hellenocracy,5.228.66.104,members,ajax,members,do_delete,,
6511,6650,1,1425891824,Deleted Member(s): AfricanFascist,5.228.66.104,members,ajax,members,do_delete,,
6512,6651,1,1425891826,Deleted Member(s): Kiruba,5.228.66.104,members,ajax,members,do_delete,,
6513,6652,1,1426066781,1 Member Registration Approved: Nordic,5.228.66.104,members,ajax,members,do_validating,,
6514,6653,1,1426066794,1 Member Registration Approved: RealityPotato,5.228.66.104,members,ajax,members,do_validating,,
